N,degree,coupling,seeds,trial,cascade_size
20000,4,0.7,32,99,120
20000,4,0.7,32,100,75
20000,4,0.7,32,101,97
20000,4,0.7,32,102,105
20000,4,0.7,32,103,103
20000,4,0.7,32,104,123
20000,4,0.7,32,105,114
20000,4,0.7,32,106,74
20000,4,0.7,32,107,127
20000,4,0.7,32,108,114
20000,4,0.7,32,109,116
20000,4,0.7,32,110,123
20000,4,0.7,32,111,85
20000,4,0.7,32,112,90
20000,4,0.7,32,113,84
20000,4,0.7,32,114,121
20000,4,0.7,32,115,115
20000,4,0.7,32,116,102
20000,4,0.7,32,117,117
20000,4,0.7,32,118,86
20000,4,0.7,32,119,102
20000,4,0.7,32,120,90
20000,4,0.7,32,121,111
20000,4,0.7,32,122,100
20000,4,0.7,32,123,108
20000,4,0.7,32,124,104
